from_name,from_address,from_type,to_name,to_address,to_type,distance_m,time_min
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,Ô FONDUES by LE ROUGE GORGE,"10 bis, rue Peyrolerie, Avignon, France",Restaurant,275,3
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,Restaurant Pizzeria Bagatelle,"25, allée Antoine Pinay, Avignon, France",Restaurant,453,5
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,Italie là-bas,"23, Rue de la Bancasse, Avignon, France",Restaurant,367,4
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,Jardin de l’abbaye Saint-Ruf,"avenue Moulin de Notre-Dame, Avignon, 84000",Activité,1823,21
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,Le Molière,"68, place des Corps Saints, Avignon, France",Restaurant,752,9
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,Eglise Notre-Dame du Bon Repos,"Montfavet, Avignon, 84000",Activité,5940,71
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,Chez Olivier Bistrot,"5 place Jean Jaurès, Avignon, France",Restaurant,12955,155
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,Collection Lambert,"5 rue Violette, Avignon, 84000",Activité,638,7
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,Les 4’Saisons,"15 rue Laurent Bertrand, Avignon, France",Restaurant,11582,138
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,L’Epicerie de Ginette,"25-27, place des Corps Saints, Avignon, France",Restaurant,757,9
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,Eglise paroissiale Saint Symphorien,"Place de l'Église, Caumont-sur-Durance, 84510, Avignon, France",Activité,12927,155
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,Le 17 Place aux Vins Avignon • Bar à vin / Caviste,"74 Place des Corps Saints, Avignon, France",Restaurant,771,9
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,Le Coude à Coude,"37 rue de la Saraillerie, Avignon, France",Restaurant,443,5
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,OISEAU,"5 Rue Cabassole, Avignon, France",Restaurant,2173,26
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,Pinocchio,"29 rue Théodore Aubanel, Avignon, France",Restaurant,12864,154
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,La Gare,"322 avenue de Saint Tronquet, Avignon, France",Restaurant,6543,78
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,Eglise Saint Thomas,"Place de l'église, Vedène, 84270, Avignon, France",Activité,8456,101
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,Grand Café Barretta / Restaurant et Bar à Vin,"14 Place Saint Didier, Avignon, France",Restaurant,494,5
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,Une Marguerite à Table,"18ter, Rue Pétramale, Avignon, France",Restaurant,687,8
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,Place des Corps Saints,"Place des Corps Saints, Avignon, 84000",Activité,757,9
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,Basta Cosi,"7, impasse du Pont, Avignon, France",Restaurant,1059,12
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,Maison Jean Vilar,"8 rue de Mons, Avignon, 84000",Activité,259,3
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,La Mirande – La Table Haute,"4 Place de l'Amirande, Avignon, France",Restaurant,283,3
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,Restaurant l’Entre-Deux – Hôtel Ibis Styles Avignon Sud,"2968, Avenue de l'Amandier, Avignon, France",Restaurant,4150,49
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,Restaurant St Bénézet,"10 Chemin de la Barthelasse, 84000 Avignon, France",Restaurant,678,8
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,Le jardin du musée Calvet,"65 rue Joseph Vernet, Avignon, 84000",Activité,402,4
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,IT Trattoria,"641 avenue de Saint-Tronquet, Avignon, France",Restaurant,6319,75
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,Le Goût Pile,"62 place du Petit Pont, Avignon, France",Restaurant,8808,105
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,La Guinguette Velleronnaise,"276 rue du Jas, Avignon, France",Restaurant,12892,154
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,Casa Bronzini,"13 Place de l'Horloge, Avignon, France",Restaurant,222,2
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,Parc Champfleury,"Avenue du Blanchissage, Avignon, 84000",Activité,1079,12
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,Jardin Verger Urbain V,"rue Vice-légat, Avignon, 84000",Activité,347,4
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,Synagogue d’Avignon,"2 place Jérusalem, Avignon, 84000",Activité,433,5
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,Le Mas Lindo,"51 avenue du Mont-Ventoux, Avignon, France",Restaurant,10826,129
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,Le Petit Grand,"72, place des Corps Saints, Avignon, France",Restaurant,765,9
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,Acte 2,"3B rue de la Petite Calade, Avignon, France",Restaurant,306,3
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,Comptoir des Frangines,"130, Chemin du Pont Blanc, Avignon, France",Restaurant,7406,88
Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,Les Remparts de Caumont,"Rue de la Dévalade, Caumont-sur-Durance, 84510, Avignon, France",Activité,12948,155
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,8622,103
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,64,0
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Museum Requien – Musée d’Histoire Naturelle,"67 rue Joseph Vernet, Avignon, 84000",Activité,298,3
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Restaurant La Bodeguita,"18 Boulevard Limbert, Avignon, France",Restaurant,805,9
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,La Mirande – Le Restaurant Gastronomique,"4 place de l'Amirande, Avignon, France",Restaurant,447,5
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Le Carré du Palais,"1 Place du Palais, Avignon, France",Restaurant,609,7
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Livrée Ceccano – Bibliothèque municipale,"2 bis rue Laboureur, Avignon, 84000",Activité,46,0
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Restaurant Pizzéria Le Pili,"34- 36  Place des Corps Saints, Avignon, France",Restaurant,219,2
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Restaurant Le Patio / Bar à vin – Novotel Avignon Centre,"20 boulevard Saint Roch, Avignon, France",Restaurant,526,6
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Ancienne comédie d’Avignon,"9 Place Crillon, 84000 Avignon, France",Activité,560,6
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,V&G Veggie et Gastro,"28 rue de la bonneterie, Avignon, France",Restaurant,226,2
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Restaurant La Vieille Fontaine – Hôtel d’Europe,"12, place Crillon, Avignon, France",Restaurant,560,6
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,La Guinguette du Vieux Moulin,"5, rue du Vieux Moulin, Avignon, France",Restaurant,1495,17
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Savita Café Restaurant,"62 Place des Corps Saints, 84000 Avignon, France",Restaurant,202,2
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Le CBR – Brasserie,"361 allée Louis Montagnat, Avignon, France",Restaurant,7570,90
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,L’Art Brock Café,"129 rue de la Frache, Avignon, France",Restaurant,17847,214
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Aubergine,"15 rue de la République, Avignon, France",Restaurant,207,2
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Les Gustaves – Mercure Avignon TGV,"2 Rue Mère Térésa, Avignon, France",Restaurant,2668,32
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Parc du Clos de la Murette,"Rue René Goscinny, 84000 Avignon, France",Activité,2657,31
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,L’Espace du Lavoir,"Place du Petit Pont, Vedène, 84270, Avignon, France",Activité,8797,105
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,La Petite Cuillère,"1 Square Dagmar Silhol, Avignon, France",Restaurant,2013,24
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Au Bistrot d’Entraigues,"76 rue Daniel Lavorini, Avignon, France",Restaurant,11553,138
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,L’Annexe,"69 avenue du General de Gaulle, Avignon, France",Restaurant,11584,139
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Le Violette – Collection Lambert,"5 rue Violette, Avignon, France",Restaurant,279,3
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Maison Bronzini – Le Bistrot du Moulin,"74 rue de la République, Avignon, France",Restaurant,2472,29
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Hôtel Madon de Châteaublanc,"13, rue Banasterie, Avignon, 84000",Activité,464,5
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Musée des Curiosités – Église des Célestins,"Place des Corps Saints, Avignon, 84000",Activité,219,2
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Bar à tapas et à vins Marion Nous,"1 Place des Carmes, Avignon, France",Restaurant,653,7
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Restaurant Bar le Casino,"29 place de la Poste, Avignon, France",Restaurant,17977,215
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Chez Papé et Mamé,"8 impasse du lavoir, Avignon, France",Restaurant,11478,137
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Estaminet Arômes et Tentations,"8, RUE MAZAN, Avignon, France",Restaurant,504,6
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Tour Philippe-le-Bel,"Montée de la Tour, Villeneuve-lez-Avignon, 30400",Activité,1852,22
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Abbaye Saint-Ruf,"avenue Moulin de Notre-Dame, Avignon, 84000",Activité,1287,15
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,La Margelle,"203 avenue de la Rétanque, Avignon, France",Restaurant,10152,121
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,La Salamandre,"13 Place Jean Jaurès, Avignon, France",Restaurant,12522,150
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Vivotto,"34, rue des Trois Faucons, Avignon, France",Restaurant,89,1
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Place du Palais,"Place du Palais, Avignon, 84000",Activité,579,6
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Best Western Plus Le Lavarin – Restaurant,"1715, chemin du Lavarin, Avignon, France",Restaurant,2611,31
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Clocher du couvent des Augustins,"20, rue Carreterie, Avignon, 84000",Activité,671,8
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Chapelle des Pénitents Noirs,"57 rue Banasterie, Avignon, 84000",Activité,786,9
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Restaurant Opéra café,"24 place de l'Horloge, Avignon, France",Restaurant,387,4
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Le Prieuré – Baumanière,"7 place du Chapitre, Avignon, France",Restaurant,2096,25
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,540,6
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,0,0
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,LES TERRASSES DU ROUGE GORGE,"10 bis, Place de l'Amirande, Avignon, France",Restaurant,447,5
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Brut Butcher,"641 avenue de Saint Tronquet, Avignon, France",Restaurant,6396,76
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,V&G Veggie et Gourmand,"24 Rue de la Bonneterie, Avignon, France",Restaurant,221,2
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Planet Rock,"229 rue Graham Bell, Avignon, France",Restaurant,6630,79
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,L’Annexe,"7 Place Saint-Marc, Avignon, France",Restaurant,2086,25
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Auberge de Cassagne & Spa,"450 allée de Cassagne, Avignon, France",Restaurant,5677,68
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Chapelle de l’Oratoire,"32 rue Joseph Vernet, Avignon, 84000",Activité,409,4
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Parc Municipal Bardi,"Avenue Pierre de Coubertin, Vedène, 84270, Avignon, France",Activité,8852,106
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Restaurant Le 26,"26, rue des Trois Faucons, Avignon, France",Restaurant,68,0
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,O’Gastos,"49 rue porte de Jonquerettes, Avignon, France",Restaurant,9967,119
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Chapelle des Pénitents Gris,"53 rue de la République, Villeneuve-lez-Avignon, 30400",Activité,2355,28
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Le Pavillon Bleu,"25, allée Antoine Pinay, Avignon, France",Restaurant,965,11
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Restaurant / Cocktail Bar   Le Bercail,"162, Chemin des Canotiers, Avignon, France",Restaurant,1057,12
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Naka,"4, Place de la Principale, Avignon, France",Restaurant,203,2
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Jardin des Carmes,"Place des Carmes, Avignon, 84000",Activité,696,8
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Eglise Saint-Symphorien les Carmes,"Place des Carmes, Avignon, 84000",Activité,696,8
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Crêperie Le L,"3 place Saint-Marc, Avignon, France",Restaurant,2086,25
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Les Jardins du Palais des papes,"Palais des papes, Avignon, 84000",Activité,515,6
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Chapelle des Pénitents Blancs,"Place de l'Église, Caumont-sur-Durance, 84510, Avignon, France",Activité,12498,149
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Château de Fargues,"Avenue Pierre de Coubertin, Le Pontet, 84130, Avignon, France",Activité,4550,54
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Archives Municipales – Musée du Mont de Piété et de la Condition des Soies,"6, rue Saluces, Avignon, 84000",Activité,537,6
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Kouk – cantine de quartier,"1 rue henri fabre, Avignon, France",Restaurant,129,1
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Tommy’s Diner,"311 chemin des Petits Rougiers, Avignon, France",Restaurant,6322,75
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,L’Emulsion,"1 rue de l'Hôpital, Avignon, France",Restaurant,17829,213
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Les Remparts d’Avignon,"Avignon, 84000",Activité,361,4
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,L’aRoma,"43 rue de la république, Avignon, France",Restaurant,250,3
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Chez Mamie,"41 – 43 rue Carnot, Avignon, France",Restaurant,366,4
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Brigitte coffee shop,"3, Place Saint-Marc, Avignon, France",Restaurant,2086,25
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Restaurant de l’Hôtel La Ferme,"110 chemin des Bois, Avignon, France",Restaurant,3665,43
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Chapelle Saint-Louis,"Rue du Portail Boquier, Avignon, 84000",Activité,292,3
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Le Bouzouki,"13 Chemin du Polygone, Avignon, France",Restaurant,3372,40
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Musée Pierre-de-Luxembourg,"3 rue de la République, Villeneuve-lez-Avignon, 30400",Activité,2355,28
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,La Table des Chartreux,"RD 6580, Avignon, France",Restaurant,5795,69
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Chapelle de l’Agache,"Place de l'église, Caumont-sur-Durance, 84510, Avignon, France",Activité,12498,149
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Najeti Hôtel la Magnaneraie – Bar à Manger,"37 rue Camp de Bataille, Avignon, France",Restaurant,2748,32
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,L’Heure Bleue,"5 rue de la république, Avignon, France",Restaurant,271,3
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Chez Ju,"9 rue de la République, Avignon, France",Restaurant,7863,94
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Hiély-Lucullus,"5, rue de la République, Avignon, France",Restaurant,271,3
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,La Chartreuse – Centre national des écritures du spectacle,"58 rue de la République, Villeneuve-lez-Avignon, 30400",Activité,2391,28
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Les Terrasses du Lac – Restaurant du Golf du Grand Avignon,"Chemin de la Banastière, Avignon, France",Restaurant,7129,85
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,La Mirande – Le Bistrot “La Salle à Manger”,"4, place de l'Amirande, Avignon, France",Restaurant,447,5
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Lili Rosa,"Centre Commercial Buld'Air, Avignon, France",Restaurant,7590,91
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,La Parenthèse d’Entraigues,"719 route de Carpentras, Avignon, France",Restaurant,7813,93
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Hôtel d’Adhémar de Cransac,"11 rue de Taulignan, Avignon, 84000",Activité,447,5
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Eglise Saint-Ruf,"boulevard Gambetta, Avignon, 84000",Activité,1117,13
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Jardin Ceccano,"2 bis rue Laboureur, Avignon, 84000",Activité,46,0
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Le Lapin Blanc,"101 Rue de la Bonneterie, Avignon, France",Restaurant,377,4
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Collégiale Notre-Dame et son cloître,"Place Meissonnier, Villeneuve-lez-Avignon, 30400",Activité,2066,24
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,La Fourchette,"17 rue Racine, Avignon, France",Restaurant,491,5
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Hôtel des Monnaies,"5 Place du Palais, 84000 Avignon, France",Activité,489,5
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Roues à Aube des Teinturiers,"Rue des Teinturiers, Avignon, 84000",Activité,489,5
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Musée Lapidaire,"27 rue de la République, Avignon, 84000",Activité,81,0
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Kozy,"11 Rue de l'Hôpital, 30400 Villeneuve-lès-Avignon, France",Restaurant,1966,23
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Tour des Templiers,"Place de l'église, Entraigues-sur-la-Sorgue, 84320, Avignon, France",Activité,11455,137
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,12522,150
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,183,2
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Naturabsolu,"10 place Saint Marc, Avignon, France",Restaurant,2054,24
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Ô FONDUES by LE ROUGE GORGE,"10 bis, rue Peyrolerie, Avignon, France",Restaurant,419,5
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Restaurant Pizzeria Bagatelle,"25, allée Antoine Pinay, Avignon, France",Restaurant,965,11
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Italie là-bas,"23, Rue de la Bancasse, Avignon, France",Restaurant,175,2
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Jardin de l’abbaye Saint-Ruf,"avenue Moulin de Notre-Dame, Avignon, 84000",Activité,1287,15
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Le Molière,"68, place des Corps Saints, Avignon, France",Restaurant,216,2
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Eglise Notre-Dame du Bon Repos,"Montfavet, Avignon, 84000",Activité,5579,66
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Chez Olivier Bistrot,"5 place Jean Jaurès, Avignon, France",Restaurant,12522,150
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Collection Lambert,"5 rue Violette, Avignon, 84000",Activité,279,3
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Les 4’Saisons,"15 rue Laurent Bertrand, Avignon, France",Restaurant,11659,139
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,L’Epicerie de Ginette,"25-27, place des Corps Saints, Avignon, France",Restaurant,219,2
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Eglise paroissiale Saint Symphorien,"Place de l'Église, Caumont-sur-Durance, 84510, Avignon, France",Activité,12498,149
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Le 17 Place aux Vins Avignon • Bar à vin / Caviste,"74 Place des Corps Saints, Avignon, France",Restaurant,238,2
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Le Coude à Coude,"37 rue de la Saraillerie, Avignon, France",Restaurant,124,1
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,OISEAU,"5 Rue Cabassole, Avignon, France",Restaurant,1823,21
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Pinocchio,"29 rue Théodore Aubanel, Avignon, France",Restaurant,12433,149
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,La Gare,"322 avenue de Saint Tronquet, Avignon, France",Restaurant,6620,79
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Eglise Saint Thomas,"Place de l'église, Vedène, 84270, Avignon, France",Activité,8442,101
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Grand Café Barretta / Restaurant et Bar à Vin,"14 Place Saint Didier, Avignon, France",Restaurant,64,0
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Une Marguerite à Table,"18ter, Rue Pétramale, Avignon, France",Restaurant,190,2
Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,Place des Corps Saints,"Place des Corps Saints, Avignon, 84000",Activité,219,2
